LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,Pay_AVR,Bill_AVR,P_AMT_AVR,Pay_Rate,Credit_Util,default.payment.next.month
500000.0,1,1,1,58,-4.4258245115177814,-85849.29363507903,15723.023797550724,-0.1831468044965499,-17.169858727015804,0
160000.0,1,1,2,30,-3.2711679061774177,-99028.31340433056,-11170.528710037504,0.11280136282265524,-61.89269587770661,0
280000.0,1,2,1,40,0.4559944972884534,325184.8917236872,3965.292671404895,0.012193963410742475,116.13746132988827,0
60000.0,2,2,2,22,0.060326555164024576,-96376.79058828935,709.1096204371962,-0.007357680372097382,-160.6279843138156,0
50000.0,1,1,2,25,-2.5538305659071203,-110362.60851502276,-11692.16327261192,0.1059431580128007,-220.7252170300455,1
280000.0,1,1,2,31,-0.2561421438972436,-90515.20879847925,-1030.2944299366843,0.011382555966152667,-32.32686028517116,0
360000.0,1,1,2,33,0.4559944972884534,559805.2386155135,51892.705849461934,0.09269778535442212,155.501455170976,0
70000.0,2,1,2,25,0.4559944972884534,49172.892889168965,-4171.709589620434,-0.08483758722560968,70.24698984166994,0
10000.0,1,2,2,22,0.4559944972884534,-101528.81906778287,-8453.08152430426,0.08325795180047152,-1015.2881906778287,0
140000.0,2,2,1,37,0.4559944972884534,45192.325164711896,-4918.291090202536,-0.1088302288558268,32.2802322605085,0
40000.0,2,1,2,30,1.3248935754880438,-51496.249886623984,-6038.88840601107,0.11726850827597168,-128.74062471655995,0
210000.0,1,1,2,29,-4.4258245115177814,-110707.18553564744,-11962.23814423809,0.10805295145351047,-52.71770739792735,1
20000.0,2,1,2,22,0.8985144614431193,-77685.59316908037,-4787.047353976353,0.06162078654091613,-388.42796584540184,1
150000.0,2,5,2,46,-0.7738261385876347,-106400.93234535768,-10730.93400846124,0.10085375919104374,-70.93395489690512,1
380000.0,1,2,2,32,-1.984915007114664,-63344.76167686803,23528.394711252437,-0.37143394478733094,-16.66967412549159,0
20000.0,1,1,2,24,0.4559944972884534,-63800.919156432865,-9542.51981670253,0.14956712133418198,-319.00459578216436,0
70000.0,1,3,2,42,4.209217356462083,-17780.53758586779,-8166.639598246834,0.4593021756967454,-25.40076797981113,1
100000.0,2,3,3,43,0.4559944972884534,-982.96500683375,-8433.731285421964,8.579889646924501,-0.98296500683375,0
310000.0,2,2,1,49,-4.4258245115177814,-92013.26807968509,1489.6388063000988,-0.01618939134962629,-29.68169938054358,0
180000.0,2,1,2,25,1.6367115583365734,-5615.2430211722385,-8098.973455252403,1.4423193127555254,-3.1195794562067993,0
150000.0,2,1,2,29,1.1305150280559484,-36875.477359671764,-7542.988603024776,0.2045529751236261,-24.58365157311451,0
500000.0,2,1,1,45,-4.4258245115177814,-107227.79385508914,-10007.383061315551,0.09332825661637531,-21.44555877101783,0
180000.0,2,3,1,34,-0.7874415922714989,-87240.25186963362,-2544.2476966204213,0.02916369040775336,-48.4668065942409,0
180000.0,2,2,1,34,0.4559944972884534,280550.6127604461,1485.2518061631445,0.005294060103983296,155.86145153358115,0
200000.0,2,1,2,34,4.747761107775632,-107953.57744971312,-11454.873788081988,0.10610925602181077,-53.97678872485656,0
400000.0,2,2,1,29,0.4559944972884534,822101.1486355956,28005.79434857824,0.03406611752709287,205.5252871588989,0
500000.0,2,3,1,28,0.4559944972884534,-65369.67442100387,-8868.695403746875,0.13566987264812325,-13.073934884200774,1
70000.0,1,2,1,39,0.060326555164024576,-5051.95384712799,-7508.610417096643,1.4862785061596018,-7.217076924468557,0
50000.0,1,1,2,29,5.3378135060946885,-46855.44267745407,-9135.210068843578,0.19496582567214255,-93.71088535490813,1
50000.0,2,2,1,46,-2.030877681831452,-84968.93432567999,-11615.988308819922,0.1367086500614054,-169.93786865136,1
130000.0,2,2,1,51,-2.8578492978416894,-109792.45584801599,-11390.316527670144,0.10374407275703518,-84.45573526770461,0
200000.0,1,1,1,57,-0.7554287705773568,94259.7069363528,-8634.477458175908,-0.09160305860070397,47.1298534681764,1
10000.0,1,2,1,56,2.8509413269747825,-101510.86245345678,-10975.685804555987,0.10812326424266558,-1015.1086245345678,1
210000.0,2,1,2,30,-0.9731342109634205,-107423.4856262457,-8932.932749499521,0.08315623624967376,-51.15404077440272,0
130000.0,2,3,2,29,-0.9306518007994,-108929.64908660813,784.8721019267945,-0.007205311946821346,-83.79203775892933,0
20000.0,1,5,2,22,1.1305150280559484,-73916.10196303052,-10364.063560480636,0.1402138814850419,-369.5805098151526,0
80000.0,1,1,2,31,-1.984915007114664,-109753.31715265797,-11240.69571944256,0.10241782217668795,-137.19164644082247,0
320000.0,1,2,2,29,5.3378135060946885,36212.87033828863,-7090.5723353847525,-0.19580254945678086,11.316521980715196,1
200000.0,2,2,1,32,-0.7449591821074784,-99758.17381650649,-5577.8486492264965,0.05591370046013771,-49.87908690825324,0
290000.0,2,1,2,37,-1.7321228741793548,-108478.8859118597,-9014.375360048045,0.0830979714095914,-37.4065123833999,0
340000.0,1,1,2,32,-1.984915007114664,-56389.62577507468,34868.858198264825,-0.6183559071193117,-16.58518405149255,0
20000.0,1,2,2,24,1.3329640005429142,-69693.29131679349,-10283.943606199811,0.1475600220895546,-348.46645658396744,0
50000.0,1,3,2,25,0.11873423190470572,-48659.08254692904,-9284.281046536893,0.19080263253181373,-97.31816509385808,0
300000.0,2,1,1,45,-1.984915007114664,-109997.14622204966,-11323.097786707049,0.10293992322172862,-36.665715407349886,0
30000.0,2,2,2,22,0.4559944972884534,-48698.01094954552,-9019.226852905742,0.18520729444679537,-162.3267031651517,1
240000.0,2,2,2,44,-3.4140437153665397,-110707.18553564744,-11962.23814423809,0.10805295145351047,-46.127993973186435,1
470000.0,2,3,3,33,0.4559944972884534,152080.77278333803,-1678.9629507190762,-0.011039942262201756,32.357611230497454,0
360000.0,2,1,2,26,0.060326555164024576,4940.679130141164,29958.02712355565,6.063544370002368,1.3724108694836568,0
60000.0,1,3,2,30,0.4559944972884534,-51617.42313486134,-9841.115397634258,0.19065491456096675,-86.02903855810223,1
400000.0,2,2,1,44,1.3329640005429142,177724.16002042772,-4958.346992415509,-0.02789911620257816,44.43104000510693,0
50000.0,2,3,2,49,0.4559944972884534,-36280.84001361805,-9567.063019959847,0.2636946392743068,-72.5616800272361,0
160000.0,1,2,2,33,0.4559944972884534,159470.28163880712,24541.58444300944,0.1538944071008478,99.66892602425446,0
360000.0,2,1,1,45,-0.2350112131331769,-109243.43165722671,-11270.165012640071,0.10316560768616721,-30.345397682562975,1
160000.0,2,2,2,32,0.060326555164024576,-97747.52601862236,-8527.247000479123,0.08723747134893783,-61.09220376163898,0
130000.0,2,1,1,35,-0.7874415922714989,-11046.982690403163,8695.571151760721,-0.7871444534184722,-8.497678992617818,0
20000.0,1,3,2,44,2.7653077079691792,-86095.3312864262,-9450.467704224317,0.10976748173236055,-430.47665643213094,0
200000.0,1,1,1,53,5.3378135060946885,239108.10533835745,148.36593004668475,0.0006204972844259498,119.55405266917873,1
280000.0,2,1,2,39,-1.5328148018035688,-104095.18269574584,-8975.883860209859,0.0862276584541379,-37.17685096276637,0
100000.0,2,1,2,27,-4.4258245115177814,-109148.34695015928,-9346.320637653838,0.08562952072853358,-109.14834695015927,0
160000.0,2,2,1,37,-2.3805829492390926,-108910.36407374842,-8298.282150656087,0.07619368662689367,-68.06897754609277,0
60000.0,2,2,2,23,0.4559944972884534,-27565.513437235142,-9490.60402767751,0.3442926629785797,-45.942522395391904,0
90000.0,1,2,2,35,0.4559944972884534,38907.04499002153,-6749.663778440272,-0.173481789227924,43.23004998891281,0
360000.0,1,1,1,43,-1.589247064990235,-87959.66889022122,24086.51447648816,-0.27383589297669514,-24.433241358394785,0
150000.0,1,1,2,27,0.4559944972884534,86653.75935785336,-288.21518199275096,-0.0033260551432340167,57.769172905235564,0
50000.0,2,3,1,22,0.4559944972884534,-75699.69746759973,-10246.345145800202,0.1353551663820816,-151.39939493519947,0
20000.0,1,2,1,38,0.060326555164024576,-71758.84195954324,-9591.596553481535,0.13366431636242349,-358.7942097977162,1
140000.0,1,1,2,32,-4.4258245115177814,-104822.83286906574,-7309.315111559887,0.06973018102544468,-74.87345204933267,0
380000.0,2,1,2,30,-1.5004675807706451,-59393.40355716093,15468.940940197595,-0.2604488043072006,-15.629843041358138,0
480000.0,1,1,1,63,2.1515307921595004,1008815.2870243,52279.779154933836,0.05182294502013681,210.16985146339584,0
50000.0,2,3,2,22,0.4559944972884534,-25433.494817561903,-9294.055504867989,0.36542581236025873,-50.86698963512381,1
60000.0,2,2,2,26,4.54647762184583,28482.386056145417,-5811.288823526124,-0.2040309688967322,47.47064342690903,0
70000.0,2,2,2,24,-3.2711679061774177,-98843.24252468887,-5781.263367546389,0.05848921200761253,-141.20463217812696,0
80000.0,2,2,1,36,-1.984915007114664,-103149.04529865412,-6489.460822505124,0.06291343563787495,-128.93630662331765,0
350000.0,1,1,2,52,-1.984915007114664,-106445.50521544645,-7516.580616292506,0.07061435427525939,-30.413001490127556,0
130000.0,1,2,2,38,-0.7874415922714989,170950.1013791398,70964.7823757606,0.41511986131188144,131.5000779839537,0
360000.0,1,2,1,35,-3.4140437153665397,-110958.50529269406,-11962.23814423809,0.10780821274298232,-30.82180702574835,0
330000.0,2,1,1,31,1.3329640005429142,149373.2249340722,-3114.483121136749,-0.02085034397905894,45.26461361638552,0
50000.0,1,3,1,47,1.3329640005429142,-73105.87613327704,-9419.62969187476,0.1288491457882555,-146.21175226655407,0
280000.0,1,2,1,41,5.733481448219117,235657.4824318445,458.1700572334168,0.0019442202832066922,84.1633865828016,0
100000.0,2,1,2,24,0.4559944972884534,24941.70231601706,-5701.104762599675,-0.2285772113853889,24.94170231601706,0
50000.0,1,2,2,41,0.4559944972884534,-62339.79134544349,-9742.894769823642,0.15628693262438656,-124.67958269088697,0
30000.0,1,1,2,24,2.9934827368251224,-63148.9102891575,-9396.971126054688,0.1488065444522504,-210.49636763052501,1
240000.0,1,1,2,28,-1.984915007114664,-107727.07006710168,-9218.473415072744,0.08557248804159145,-44.8862791946257,0
80000.0,1,2,2,26,1.1305150280559484,-70708.42146932805,-8892.80307926897,0.12576724093786334,-88.38552683666006,1
400000.0,1,2,1,34,-1.984915007114664,-81120.20972132303,10051.76138796301,-0.12391192555461099,-20.28005243033076,0
240000.0,2,2,2,38,-0.35299205317170385,-20914.068340528735,-7196.153507777784,0.34408195433848604,-8.714195141886973,0
50000.0,1,3,2,37,5.7722630451944825,6970.593450403413,-7284.152327722442,-1.0449830964250084,13.941186900806827,1
450000.0,1,1,1,40,-3.4140437153665397,-110707.18553564744,-11962.23814423809,0.10805295145351047,-24.60159678569943,1
110000.0,2,1,1,48,-3.4140437153665397,-110707.18553564744,-11962.23814423809,0.10805295145351047,-100.64289594149767,0
310000.0,2,2,1,35,1.1305150280559484,559240.8580171394,9180.740665853835,0.016416434053844593,180.40027677972236,1
20000.0,1,1,2,27,0.4559944972884534,-64958.655021431434,-10133.061389551103,0.15599247530922494,-324.79327510715717,0
20000.0,1,2,2,23,-3.4140437153665397,-110707.18553564744,-11962.23814423809,0.10805295145351047,-553.5359276782372,0
200000.0,1,3,2,52,0.4559944972884534,140467.99795833096,-3950.4085488074074,-0.02812319251520388,70.23399897916548,0
180000.0,1,1,1,36,0.4559944972884534,164809.9598582376,-6307.141298245046,-0.03826917562306414,91.56108881013199,1
50000.0,1,2,1,51,0.4559944972884534,-98566.94176100391,-9687.085902101591,0.09827925802537274,-197.13388352200784,1
60000.0,1,3,1,55,3.1882015923585296,-103.50749392852032,-9709.864413008843,93.80832289992676,-0.1725124898808672,0
30000.0,2,1,2,23,-2.605057164906381,-97757.13106261958,-1909.0182761712051,0.01952817411292849,-325.85710354206526,0
240000.0,1,1,2,41,-0.4626263289116447,-106082.31244156504,-7855.015050944128,0.07404641612871163,-44.20096351731876,0
420000.0,1,2,1,34,0.4559944972884534,442853.4649646735,7972.513475735174,0.018002599294037688,105.44130118206512,0
330000.0,1,3,1,46,0.4559944972884534,446186.9116700574,5943.422417876323,0.013320476828041331,135.20815505153254,0
30000.0,2,2,2,22,0.4559944972884534,-58619.714524890114,-9656.310723284136,0.16472804075468564,-195.3990484163004,0
240000.0,1,2,1,34,2.9428666764083578,-79311.98197636401,-9753.243046085341,0.1229731347401195,-33.046659156818336,0
150000.0,1,1,2,27,0.4559944972884534,-54371.38800385327,-4878.530351129847,0.08972605869072366,-36.24759200256885,0
210000.0,2,2,1,33,0.4559944972884534,-92887.75546903297,-9253.709903830495,0.09962249445154811,-44.23226450906332,0
50000.0,2,3,1,51,-2.7939015575748205,-107711.51537767211,-7433.01964772403,0.06900858855862728,-215.42303075534423,1
50000.0,1,1,2,24,0.4559944972884534,-22905.2271411103,-8502.548443159309,0.37120559384887897,-45.8104542822206,0
240000.0,1,1,2,47,-3.4140437153665397,-110707.18553564744,-11962.23814423809,0.10805295145351047,-46.127993973186435,1
180000.0,1,2,2,28,-1.984915007114664,-109096.8224092225,-10432.4698041878,0.09562578976916097,-60.60934578290139,0
50000.0,1,2,2,23,3.3825801397906248,-70853.12688486966,-3437.066532452149,0.04850973674086525,-141.70625376973933,0
170000.0,1,2,2,29,-4.4258245115177814,-83283.15394369914,11239.061499681931,-0.13494999849885286,-48.99009055511714,0
20000.0,1,1,2,29,-1.5715963987789352,-99607.20894182572,-4152.9267713513755,0.04169303422382649,-498.0360447091286,0
50000.0,1,1,2,28,1.6429983236617396,-91545.60229911916,-9145.912840696556,0.09990554009151521,-183.0912045982383,0
170000.0,2,2,2,27,0.4559944972884534,-67319.68408074648,-10231.463080454263,0.15198323076178066,-39.599814165144984,1
200000.0,1,1,2,34,1.6367115583365734,219446.7378510286,19307.513354324463,0.08798268565482786,109.72336892551428,0
80000.0,2,2,1,23,3.8210648914178553,-85637.87438220362,-10855.629069345694,0.12676200977264795,-107.04734297775454,0
260000.0,2,1,1,60,-1.7321228741793548,-101824.91306404411,5418.810728078807,-0.053216944311757726,-39.16342810155543,0
140000.0,1,2,1,32,1.2826317139599102,58758.146112107126,-5441.046705464116,-0.09260072118481946,41.9701043657908,0
80000.0,1,1,2,25,0.4559944972884534,-5296.2657728075455,9154.366372665743,-1.7284567590370417,-6.620332216009432,0
350000.0,1,1,2,41,-1.7060624184715971,-108649.90428023344,-9975.55419548056,0.09181374122292164,-31.04282979435241,0
280000.0,2,2,1,56,0.4559944972884534,285936.4949814491,25287.31836407124,0.08843683407993032,102.12017677908895,0
30000.0,2,3,2,26,0.4559944972884534,-82560.10302396999,-8779.30142669912,0.10633830512723792,-275.20034341323327,0
140000.0,1,1,1,34,0.4559944972884534,-22041.53381704478,1227.841028410809,-0.05570578883495468,-15.743952726460556,0
200000.0,2,1,2,37,0.4559944972884534,124049.62249109775,-3946.338708052972,-0.03181258135901361,62.024811245548875,0
200000.0,2,3,2,30,0.4559944972884534,309202.64529001986,2523.0024148581892,0.008159705142534316,154.60132264500993,0
210000.0,1,3,1,45,10.328038078885825,214082.22978194695,11668.23793159267,0.05450353326138901,101.94391894378427,1
50000.0,1,3,1,57,2.311232089104069,-78327.02271396892,-10160.039724787288,0.12971308461307487,-156.65404542793783,0
30000.0,1,1,2,41,4.54647762184583,-44785.84640122941,-9349.288611953132,0.2087554297443508,-149.28615467076472,0
50000.0,1,2,2,27,0.21386961540986588,-109349.0535639726,-10842.472210103771,0.09915469642140604,-218.6981071279452,0
290000.0,1,3,1,47,-1.5715963987789352,-109198.73850570948,-11047.364113232925,0.101167506735028,-37.65473741576189,0
250000.0,2,1,1,34,1.3329640005429142,262126.94302255783,164.9533705970791,0.0006292881177914005,104.85077720902314,0
60000.0,2,2,1,46,0.4559944972884534,-50002.893762127314,-8269.855770956146,0.16538754357492438,-83.3381562702122,0
110000.0,2,1,2,27,0.4559944972884534,111289.48393588973,-3910.68042035254,-0.035139712055861055,101.17225812353612,0
370000.0,1,1,2,50,-4.4258245115177814,-85120.49793449482,10447.75389079793,-0.1227407515735879,-23.005539982295897,0
100000.0,1,2,1,27,1.8391605308235397,23250.76901293817,4003.6825118448505,0.17219570284393404,23.250769012938168,0
90000.0,2,2,1,35,1.2473303815373111,80348.45758595836,-3517.4451993632106,-0.04377738297714276,89.27606398439816,0
50000.0,2,2,2,22,0.4559944972884534,-41002.453585550255,-9321.986677119565,0.22735192316405042,-82.0049071711005,0
270000.0,1,2,2,37,0.4559944972884534,-36533.403221782566,-5471.137240442261,0.14975711973036682,-13.530890082141692,0
300000.0,2,1,2,30,-1.984915007114664,-105952.15381168082,-8225.503428004955,0.0776341313705142,-35.31738460389361,0
50000.0,2,2,2,22,0.11873423190470572,-88272.35657451404,-2093.6767346531337,0.023718373632472155,-176.54471314902807,0
50000.0,2,1,2,24,-3.4140437153665397,-115161.32394721695,-11962.23814423809,0.10387374627371307,-230.32264789443389,1
360000.0,1,1,2,29,-2.5411094246395116,-110674.09966671359,-11904.287216851455,0.10756163594463643,-30.742805462975998,0
130000.0,1,3,1,56,5.396221182835368,55673.514728008,-6243.719890576393,-0.112148836319747,42.82578056000615,1
80000.0,1,1,2,30,-0.6402544313112285,-104454.34383049094,-10186.853774350822,0.0975244628493584,-130.56792978811367,0
50000.0,1,2,2,30,2.428047442585432,-18555.648811028197,-9423.648839746633,0.5078587623487392,-37.11129762205639,0
20000.0,2,2,2,22,0.4559944972884534,-76608.87032699352,-9494.61563678414,0.12393624388739569,-383.0443516349676,0
80000.0,2,2,1,29,1.3329640005429142,27237.576382891995,-8675.323405393749,-0.31850570268956624,34.046970478614995,0
240000.0,1,1,2,37,0.17830739520255162,-61862.87720478089,12743.789615744328,-0.20600059666735743,-25.77619883532537,0
80000.0,2,3,2,35,0.03426609945626696,-56981.05413467316,26.35781375038888,-0.00046257153628806,-71.22631766834145,0
500000.0,2,1,1,47,0.4559944972884534,124759.43650632985,67509.38830542723,0.5411164894288542,24.95188730126597,0
60000.0,2,2,1,24,0.4559944972884534,-16631.187189778582,-7846.314810419019,0.47178320590614914,-27.718645316297636,1
20000.0,1,2,2,25,0.060326555164024576,-89112.93077414797,-9711.292677571728,0.10897736830342263,-445.56465387073985,0
100000.0,2,2,1,38,2.4633487750080305,-73321.86430458135,-9582.310239415761,0.1306883060093854,-73.32186430458135,1
360000.0,2,1,2,32,-1.310394476347168,-43941.63059790618,54130.066321183695,-1.2318629414667874,-12.206008499418383,0
200000.0,2,3,2,47,5.3378135060946885,370717.5565727312,2264.103149464844,0.006107353453654546,185.35877828636558,1
130000.0,2,2,1,34,0.37152636484001456,-88211.58079630029,-4169.433052493916,0.047266277453093634,-67.85506215100023,0
20000.0,2,2,2,31,8.424925623997277,-59451.75903275733,-11048.652647226203,0.1858423169807054,-297.2587951637866,0
310000.0,1,1,2,32,0.4559944972884534,34095.043845493485,3164.033237459599,0.09280038623202432,10.998401240481769,0
60000.0,2,1,2,27,1.9571522447274052,-58069.93124095763,-9093.531301320329,0.15659621265241863,-96.78321873492939,1
180000.0,2,1,2,29,-2.0236966040900297,-93133.58123459572,-6197.247429114778,0.06654149176873622,-51.74087846366429,0
180000.0,2,1,2,24,-0.21736054692187715,-81179.8759228432,1221.5448435265926,-0.01504738495397062,-45.09993106824622,0
50000.0,1,2,1,36,-0.35299205317170385,-73219.84209981009,-3838.7776089868053,0.0524281055366652,-146.4396841996202,0
50000.0,2,1,2,24,5.00055324071094,-17947.7467226269,-8924.550433255486,0.4972518595888262,-35.8954934452538,1
150000.0,2,2,1,34,-4.4258245115177814,-110131.42459532148,-11602.564782635909,0.10535199036305574,-73.42094973021432,0
20000.0,2,1,2,22,0.04267588895272495,-68529.60754537488,-5181.566737863492,0.07561062909097602,-342.6480377268744,0
500000.0,2,1,1,34,-3.1823884219578282,-108123.5976144934,-4751.669655741985,0.043946647730717464,-21.62471952289868,0
30000.0,2,3,2,22,2.513681061591035,-60237.760695800156,-10906.78037459478,0.18106218173802754,-200.7925356526672,1
180000.0,2,1,1,38,-4.4258245115177814,-110371.4974332968,-11962.23814423809,0.10838158784125847,-61.31749857405377,0
140000.0,1,1,2,31,2.124299884791772,-56767.463851382825,377.3020076503256,-0.00664644819501012,-40.54818846527344,0
140000.0,2,1,2,26,-1.5631866092824769,-83677.17559254945,8751.171591119319,-0.10458254033013174,-59.76941113753532,0
120000.0,1,2,2,26,0.4559944972884534,168401.02317417858,-1287.1686522485033,-0.00764347287199778,140.33418597848214,0
360000.0,2,2,1,48,0.4559944972884534,385333.83651169814,2479.63239105524,0.006435023753695096,107.03717680880504,0
20000.0,1,3,1,43,-0.30299416592748085,-71201.01914077006,-1218.8327114018402,0.01711819193194568,-356.0050957038503,0
100000.0,1,1,1,47,-1.984915007114664,-109414.84930888288,-10254.233537187803,0.09371884713965703,-109.41484930888288,0
210000.0,2,2,1,41,-1.984915007114664,-106655.00899446063,-9462.982864305925,0.0887251611857949,-50.78809952117172,1
80000.0,2,2,2,24,0.4559944972884534,51592.85634286073,-6486.214246868388,-0.1257192314332085,64.49107042857591,1
330000.0,2,1,1,50,-2.7939015575748205,-102317.9865051893,-7259.75469464571,0.07095286901758484,-31.005450456117973,0
220000.0,1,1,2,24,-0.7874415922714989,66133.20705853058,14710.668021360518,0.22243996133955787,30.060548662968444,0
210000.0,2,1,1,38,-1.2976733350795595,-109827.50285528466,-8622.096098636044,0.07850580113796303,-52.29881088346888,1
40000.0,2,3,1,43,0.4559944972884534,-22293.83579955594,-8844.413409839048,0.3967201287996934,-55.734589498889854,0
30000.0,1,2,2,39,1.3248935754880438,-66833.255227053,-8464.98962017231,0.12665834682770055,-222.77751742351,0
470000.0,1,2,2,27,3.7198404051743728,701641.8118688987,8574.674462330337,0.012220871557655274,149.28549188699972,0
30000.0,1,3,1,42,-0.7979111807413773,-109333.56408067574,-11089.575362803576,0.10142882888753842,-364.44521360225247,0
240000.0,2,2,1,36,-3.4140437153665397,-113015.42330425035,-11962.23814423809,0.10584606768258867,-47.08975971010431,1
80000.0,1,2,2,36,1.1305150280559484,80871.34003428309,-4711.646350264023,-0.05826101494381885,101.08917504285387,0
110000.0,2,3,0,31,0.4559944972884534,75950.67317705548,-1849.0614598542904,-0.02434555722164274,69.04606652459589,0
310000.0,2,1,2,38,-2.7939015575748205,-108009.18671549505,-10294.742601499736,0.09531358317341027,-34.84167313403066,0
360000.0,2,1,1,40,2.8509413269747825,167254.98792555698,-2184.394360434916,-0.013060264375536361,46.459718868210274,1
330000.0,2,3,2,45,0.4559944972884534,705090.7192664351,14918.88886787406,0.021158821780260316,213.66385432316216,0
300000.0,2,2,2,35,0.4559944972884534,477533.82516861905,14281.16714010625,0.029906084946052805,159.17794172287302,0
320000.0,2,2,2,33,0.4559944972884534,72700.45857007928,9081.441328264445,0.1249158740795346,22.718893303149777,0
50000.0,2,3,2,37,2.9354094594232216,-9380.052810932008,-2310.095342793705,0.24627743461117813,-18.760105621864014,1
170000.0,2,1,2,28,0.4559944972884534,203513.71511646913,5693.264197337996,0.027974842845750175,119.71395006851124,0
350000.0,1,3,1,44,-2.3805829492390926,-107031.8554626593,-9423.538440773114,0.08804424066123705,-30.580530132188372,0
20000.0,1,2,1,37,0.4559944972884534,-66788.0119800263,-8346.84219292016,0.12497515565243018,-333.94005990013153,0
50000.0,1,2,2,23,1.1305150280559484,-25537.329134363223,-8106.744843778511,0.3174468559779814,-51.074658268726445,1
20000.0,2,3,2,24,1.6367115583365734,-83028.16061371505,-9854.890014100562,0.11869334381560027,-415.1408030685753,0
50000.0,2,1,2,24,0.4559944972884534,-53865.325868447355,-8988.157057909406,0.16686350473142483,-107.73065173689471,0
